"","mean","sd","25%","75%","2.5%","97.5%"
"$\mu_{\alpha}$",31.769372031693,6.84228078625297,27.51004351543,36.0800006694528,14.9685406860358,47.3754441290885
"$\mu_{increment 1-2}$",-10.565239759679,6.99386736177871,-14.6647066363634,-6.45271439891851,-27.741281394867,6.25518124697139
"$\mu_{increment 2-3}$",-17.9940106171186,8.67397805759131,-23.1245762296678,-12.8602730353934,-38.2652847208605,3.53562252104694
"$\mu_{increment 3-4}$",-18.5444460470563,8.65207626834134,-23.6551512611194,-13.3337231262688,-39.6566070234024,1.07443679275134
"$\mu_{increment 4-8}$",-20.4464051815113,8.9060393905459,-25.6301075193671,-14.9838236497025,-43.5635183203411,0.381174846424297
"$\mu_{increment 8-pith}$",-17.7326638137999,10.0737268214469,-22.3117325382029,-12.7862554634085,-44.2761899551797,8.26703470128209
"$\mu_{\alphaSpring}$",-10.7236813634919,7.0876295065851,-15.1338978698911,-6.21042744302146,-27.1608244539622,6.34668826738969
"$\mu_{\alphaSummer}$",-10.1417637591059,7.02632887058851,-14.6056637902997,-5.74299641500664,-26.2206978006666,6.71388584879184
"$\mu_{\alphaAutumn}$",27.7470042781771,7.20434144454253,23.0734645053979,32.2358685476691,12.1127985192566,45.2588152935045
"$\mu_{\alphaWinter}$",-0.204147562418217,7.16380664308486,-4.91622256250467,4.39232214145751,-16.512846647615,16.8814769928515
"$\mu_{\increment 1-2Spring}$",8.05339956152155,7.52548764731591,3.58912360219338,12.5622183484061,-10.0574335575643,26.5881132689461
"$\mu_{\increment 1-2Summer}$",6.58803198834127,7.41454854863275,2.1737031411133,11.0481377868542,-11.6889388669866,24.4611273950011
"$\mu_{\increment 1-2Autumn}$",-23.5206745984779,7.63361012035933,-27.9576556377174,-18.7606720776058,-42.8069496527499,-5.97780138119919
"$\mu_{\increment 1-2Winter}$",9.42447820365724,7.67941277791127,4.58748873229839,14.0360628466953,-8.26493465210592,28.5501816419038
"$\mu_{\increment 2-3Spring}$",11.4208261485231,9.01976319276223,6.04305153688811,16.9383576342789,-10.5053273403413,32.2126746321594
"$\mu_{\increment 2-3Summer}$",8.13955070139184,8.98330420531387,2.75143260110028,13.6594879581641,-13.9998806717628,28.9178679432745
"$\mu_{\increment 2-3Autumn}$",-30.8642667314788,9.11856332301334,-36.0953639007263,-25.0674281274605,-54.3407486231872,-11.1212774729017
"$\mu_{\increment 2-3Winter}$",12.3391145311531,9.16344415567859,6.93586349455766,17.7997582707707,-9.89182524713253,33.8931475233111
"$\mu_{\increment 3-4Spring}$",11.2330849934758,9.00722488734276,5.79132306846103,16.4950912410221,-9.97268369790938,32.4005594332849
"$\mu_{\increment 3-4Summer}$",11.4560330523822,9.01657969116806,5.8869515103426,16.7567732227792,-9.21502860470222,33.1510487423137
"$\mu_{\increment 3-4Autumn}$",-31.1594217521737,9.0665450369605,-36.6618280007594,-25.4793219503812,-52.0489396375552,-10.3531926517122
"$\mu_{\increment 3-4Winter}$",9.10171973688806,9.21800858115946,3.30647703756506,14.543379632303,-12.1771673772951,30.9999157851429
"$\mu_{\increment 4-8Spring}$",17.1285790898859,9.35230494472584,11.2659343561455,22.6602737970988,-4.01250500581884,41.0475445255576
"$\mu_{\increment 4-8Summer}$",7.119869290455,9.14833980542036,1.39910531734378,12.5435230683883,-14.3732505019109,30.1445808337599
"$\mu_{\increment 4-8Autumn}$",-29.8808791814465,9.32301529627109,-35.7831657887471,-24.263744498839,-51.3974386424795,-7.252870307396
"$\mu_{\increment 4-8Winter}$",6.54741658656433,9.51886937278772,0.806830714763286,12.1843784175249,-15.2686689718796,31.4994655108518
"$\mu_{\increment 8-pithSpring}$",1.1048542660541,12.2927969484333,-3.31512345489261,5.4001574320702,-30.2545611167472,36.7726145682907
"$\mu_{\increment 8-pithSummer}$",3.66291945933934,9.95473113243859,-0.796353798645073,7.54847697661366,-19.6806705659949,33.7911959743909
"$\mu_{\increment 8-pithAutumn}$",-1.77164654343434,19.7454869509791,-8.76699810507128,5.46256287534985,-58.7088815071078,48.7038616677314
"$\mu_{\increment 8-pithWinter}$",-3.08426840781271,9.77247837126069,-6.91515565972357,0.934445453112523,-31.5247402115988,20.5314977413498
