"","mean","sd","25%","75%","2.5%","97.5%"
"$\mu_{\alpha}$",14.5887721123574,4.05041345035398,12.3891618725179,16.9220968271397,4.49999245562167,24.3305508483571
"$\mu_{increment 1-2}$",-1.37627799902063,1.38083243764732,-2.05830596420901,-0.700615887971074,-4.97955821353826,2.2225635083364
"$\mu_{increment 2-3}$",-1.85305257736089,1.26921419805104,-2.52182489657097,-1.2059192936675,-5.02673767843488,1.49355131595413
"$\mu_{increment 3-4}$",-2.57822727376362,1.6827159307894,-3.33401366054879,-1.82833980198143,-7.06669236641703,1.67460220623221
"$\mu_{increment 4-8}$",-3.14030526104177,2.80275912511236,-4.57562369093625,-1.67513840346678,-10.736840631721,4.21467833273035
"$\mu_{increment 8-pith}$",-6.81943452235997,12.6039758918367,-11.043762477687,-1.85347055782194,-38.8222734299952,18.6710546057675
"$\mu_{\alphaSpring}$",-1.02203304142556,4.05494271003541,-3.37324262378438,1.24973340247486,-10.9313488340387,9.01750633494115
"$\mu_{\alphaSummer}$",-4.87723342795479,4.03687170862516,-7.18244677457405,-2.57199185292143,-14.6898083123744,5.16201552397342
"$\mu_{\alphaAutumn}$",-1.84214687731821,4.06155099702692,-4.18888445861672,0.407976944218276,-11.7545513312149,8.2669819336852
"$\mu_{\alphaWinter}$",8.53399746480462,4.07487693036909,6.15042543457986,10.8222208213046,-1.32439822634029,18.7611580707036
"$\mu_{\increment 1-2Spring}$",-0.290771095853635,1.40541387823338,-0.813995992847197,0.261737046350477,-4.44466223060768,3.30017412293166
"$\mu_{\increment 1-2Summer}$",-0.578847105564987,1.44155434458277,-1.12823770357624,0.0732627304688044,-5.1590670477123,2.7393616349299
"$\mu_{\increment 1-2Autumn}$",0.542659227818433,1.42839271833776,-0.102368685419009,1.07606462484129,-2.69953718404087,4.89801833713616
"$\mu_{\increment 1-2Winter}$",0.34261468358841,1.47114862639479,-0.268373697754277,0.943789199988215,-3.2182260899015,4.51846105474937
"$\mu_{\increment 2-3Spring}$",0.514738176641061,1.35090109286998,-0.110531351157566,1.03361951683747,-2.62846028240067,4.75140563438938
"$\mu_{\increment 2-3Summer}$",-0.220416603336034,1.27863087230201,-0.712763881538493,0.296373283030278,-4.07756940901757,2.9378621826858
"$\mu_{\increment 2-3Autumn}$",-0.486415331191697,1.31239529741873,-0.993967619046563,0.100070770019441,-4.54760912265252,2.44849570628568
"$\mu_{\increment 2-3Winter}$",0.0792748503255596,1.34026588050219,-0.452996173761747,0.578105316270979,-3.46554885639784,3.86156878477566
"$\mu_{\increment 3-4Spring}$",0.868685719343295,1.77901014171915,-0.0110388474764786,1.57963021356752,-2.95208704051073,6.06681752682985
"$\mu_{\increment 3-4Summer}$",0.524373627108299,1.72683824632684,-0.185746330030069,1.20030614270258,-3.72723932153782,5.47557211819218
"$\mu_{\increment 3-4Autumn}$",-0.631782925135848,1.74883216009766,-1.30763353374671,0.131786624044412,-5.702646901989,3.48876966840087
"$\mu_{\increment 3-4Winter}$",-0.936803297621702,1.84170656567173,-1.73343507536586,0.0141356424728365,-5.8857596995641,3.11862103920776
"$\mu_{\increment 4-8Spring}$",3.38583581347428,2.93696886590265,1.70991893327278,4.8840558451808,-3.55279643216119,11.4345197026195
"$\mu_{\increment 4-8Summer}$",1.21377302042809,2.86889665968832,-0.307442731934333,2.70239006757303,-6.14134645006827,8.8440475157977
"$\mu_{\increment 4-8Autumn}$",-1.44942987777698,2.89563086432969,-2.99020776729,0.0984941624398524,-8.90638573804066,6.2043038541017
"$\mu_{\increment 4-8Winter}$",-3.34599421108846,2.99496994187597,-4.95076621884744,-1.63780570745841,-10.9614835711629,4.09681421046057
"$\mu_{\increment 8-pithSpring}$",1.68102076342934,15.4608523181061,-4.71144135202598,8.04744751740084,-37.9418369799339,39.7395271230218
"$\mu_{\increment 8-pithSummer}$",6.98962966284009,12.6311937247066,1.98941189022723,11.2798280521416,-18.970204729061,38.9506099893067
"$\mu_{\increment 8-pithAutumn}$",0.325603011349004,15.850254674602,-6.32340910556082,6.38513117719014,-39.3662968163306,41.598563594795
"$\mu_{\increment 8-pithWinter}$",-7.93393317140954,12.6225852529498,-12.9011441348297,-3.55794279368663,-34.4413725791206,22.8887358340764
