"","mean","sd","25%","75%","2.5%","97.5%"
"$\mu_{\alpha}$",48.7513952634273,5.63757551112015,45.3818020018843,52.4137604150513,34.6136684314562,61.6053504113389
"$\mu_{increment 1-2}$",-22.0012308401272,6.58552295750003,-25.6821384759613,-18.2259238052835,-38.4961232537894,-6.21640407525912
"$\mu_{increment 2-3}$",-32.2595018567042,6.92823802501284,-36.0493945785981,-28.1605403841582,-49.7200795731323,-16.4538773733507
"$\mu_{increment 3-4}$",-32.4629429298689,7.10320831632642,-36.4636920432958,-28.212196789886,-50.4449884449472,-15.6152289985245
"$\mu_{increment 4-8}$",-34.6699668448602,6.8033959488313,-38.5519854402566,-30.6287128700484,-51.454744827832,-18.0757727301459
"$\mu_{increment 8-pith}$",-36.183179795505,11.511478070595,-41.0008450843188,-30.5001708851182,-64.3565103836606,-10.2493286416793
"$\mu_{\alphaSpring}$",-12.3613031963639,5.86521241948184,-16.1431577029508,-8.80603218536052,-25.6829517084072,1.98320366631881
"$\mu_{\alphaSummer}$",-9.43055419191109,5.87367409482728,-13.2285731540946,-5.82335477728993,-22.8638310417318,5.07872233743666
"$\mu_{\alphaAutumn}$",18.3810408325804,5.90835664839957,14.4708776183112,22.0083650141178,5.56512701950916,33.1976371793739
"$\mu_{\alphaWinter}$",8.49640596204565,6.05312935034245,4.59293844048339,12.2046821712183,-5.09144131180846,23.5471952669283
"$\mu_{\increment 1-2Spring}$",14.0380536914455,7.06397708342353,9.63864827730399,17.988227030707,-1.12639950227017,32.4746530648164
"$\mu_{\increment 1-2Summer}$",5.92071555578267,6.91064160640558,1.80481327809839,9.93703878809117,-10.2999043279031,23.3112925934436
"$\mu_{\increment 1-2Autumn}$",-10.6277605140023,6.94176810788251,-14.8002582328574,-6.5480980938934,-27.7703250973843,6.23210326837394
"$\mu_{\increment 1-2Winter}$",-8.31463636076154,7.12720768110031,-12.441696978965,-4.02626011859555,-25.9555060448797,8.07066123501551
"$\mu_{\increment 2-3Spring}$",12.782071530701,7.36906772091966,8.33012692618026,16.8653024573144,-3.71670927767167,31.476689402913
"$\mu_{\increment 2-3Summer}$",11.1809920075643,7.37950250824516,6.79210793793036,15.280168311522,-5.07715366677989,29.1250095485173
"$\mu_{\increment 2-3Autumn}$",-17.8321909295496,7.30163135317901,-22.0620205067464,-13.5478227457922,-34.7621505743424,-0.140220427661606
"$\mu_{\increment 2-3Winter}$",-5.36704178003208,7.48187008079813,-9.78906359718186,-0.952398217485347,-22.953827485549,12.5256200410642
"$\mu_{\increment 3-4Spring}$",11.2399650274882,7.42921973582863,6.84075213684491,15.5922326912115,-5.86631240220429,29.2255182083398
"$\mu_{\increment 3-4Summer}$",13.3461053745228,7.46582060044486,8.82970624278899,17.5608286295657,-4.17005328933993,32.7200618649603
"$\mu_{\increment 3-4Autumn}$",-17.7544820245887,7.38262219383813,-22.0944080778079,-13.4015698232157,-35.55114726456,-0.272829958369261
"$\mu_{\increment 3-4Winter}$",-5.98678208812068,7.60412422072513,-10.5841571346545,-1.49845287696908,-23.9548007873736,13.0109749000007
"$\mu_{\increment 4-8Spring}$",14.3507846039097,7.25890292369279,9.85258337341759,18.5816087685094,-1.97422171062328,32.7424409575482
"$\mu_{\increment 4-8Summer}$",9.09483232287739,7.18772709116996,4.69899068734075,13.4195388343381,-8.02643694676911,26.5080582820839
"$\mu_{\increment 4-8Autumn}$",-16.9710941898456,7.20762226666991,-21.1804066282596,-12.5887947575902,-35.0438111467509,0.186834998061785
"$\mu_{\increment 4-8Winter}$",-5.83969392304357,7.34497142970593,-10.2373197635502,-1.43527593954368,-23.5567668072796,11.7863987435363
"$\mu_{\increment 8-pithSpring}$",6.88003510015411,15.5930723234102,-0.532237114422647,13.8738107817613,-29.8377307917229,48.1788780054865
"$\mu_{\increment 8-pithSummer}$",9.07983408459707,11.8991868862329,2.55115439563066,14.157039125033,-15.8596383768265,41.1956885768302
"$\mu_{\increment 8-pithAutumn}$",-8.4079827292162,16.748265071243,-15.9947347639828,-0.156759462399112,-51.3335256871004,32.568239044209
"$\mu_{\increment 8-pithWinter}$",-6.52583743477025,11.5460090391924,-11.9584487776247,-1.11850880573217,-34.3299796979913,20.4055443372181
