"","mean","sd","25%","75%","2.5%","97.5%"
"$\mu_{\alpha}$",31.4677895155467,4.99892653754634,28.4287528399081,34.5323775562307,19.2455271587006,42.6971541887931
"$\mu_{increment 1-2}$",-11.6874930477744,5.61881186579457,-14.8282231836625,-8.65502302372616,-25.0705556012783,2.16751881332052
"$\mu_{increment 2-3}$",-15.0072266674606,5.5558161192631,-18.2058590306971,-11.7360673111081,-28.8423146549447,-1.76710656671158
"$\mu_{increment 3-4}$",-15.9857946209501,5.27853357476702,-18.9618996142999,-12.9737596795436,-29.2286061275666,-2.87307635482069
"$\mu_{increment 4-8}$",-17.3160698852307,5.63315413568739,-20.5013866929604,-13.9998104357433,-31.5391517984205,-4.06347467877144
"$\mu_{increment 8-pith}$",-19.1233120832455,11.5583726572851,-24.9595932077512,-13.1663288842754,-49.9139096686632,11.6862456218223
"$\mu_{\alphaSpring}$",-5.3779539325159,5.08905164631694,-8.57144928821164,-2.17242890817443,-16.8976730055787,7.22984966802562
"$\mu_{\alphaSummer}$",-11.4008187309827,5.07293839586909,-14.6277167663886,-8.318969167622,-22.7548423713368,0.551927477516902
"$\mu_{\alphaAutumn}$",0.598871705837616,5.107655580505,-2.61866048897212,3.74834416749727,-11.1413088797489,13.1242512483403
"$\mu_{\alphaWinter}$",19.2677999265286,5.190580252374,15.9302539952682,22.4065231297633,7.6873326883842,32.0198863702675
"$\mu_{\increment 1-2Spring}$",6.81918145207523,5.74800637838845,3.64182866862288,10.0458966475218,-6.86412171612505,20.3829251298127
"$\mu_{\increment 1-2Summer}$",6.61885803268066,5.76021833572011,3.56378275076439,9.83903705997131,-7.75999941816879,20.0359100591187
"$\mu_{\increment 1-2Autumn}$",1.11583397748296,5.78548211779469,-2.08652666008221,4.43148442130138,-12.5169045905912,15.1141084059573
"$\mu_{\increment 1-2Winter}$",-14.776394384424,5.8898686818538,-18.0394252048134,-11.2942014001959,-29.5932205001827,-1.33212758688936
"$\mu_{\increment 2-3Spring}$",5.87670050681052,5.68341115589446,2.47213512988434,9.26640202827491,-7.21154159857156,20.348469371865
"$\mu_{\increment 2-3Summer}$",10.8693310726654,5.69191703842922,7.52459285023654,14.0882570777394,-2.91096570621805,25.3574420190468
"$\mu_{\increment 2-3Autumn}$",-0.567234096098604,5.70371759007839,-3.91291163595664,2.80177412759149,-14.4144712331009,13.1838434071941
"$\mu_{\increment 2-3Winter}$",-16.1751860233716,5.82516661399533,-19.6606105688468,-12.66068460523,-30.1242689924983,-2.04659127746043
"$\mu_{\increment 3-4Spring}$",5.11186708004932,5.42695127797327,1.93113059534604,8.19915748962715,-8.07674991299721,18.3073566603532
"$\mu_{\increment 3-4Summer}$",10.5862667825157,5.41303900458248,7.34116224023991,13.6700221219461,-2.23371593503934,23.7975487059218
"$\mu_{\increment 3-4Autumn}$",0.294795268049264,5.40142431588594,-2.87219758916629,3.43971010412303,-12.8048143705676,13.5480465739891
"$\mu_{\increment 3-4Winter}$",-15.782242017903,5.55420585526369,-19.0002561777525,-12.490677003883,-29.9635100792515,-2.24940749111403
"$\mu_{\increment 4-8Spring}$",7.36070835486528,5.74310654855973,3.80254468147732,10.638937294113,-5.5363144689334,21.8517263542409
"$\mu_{\increment 4-8Summer}$",10.7088195849835,5.74455203953435,7.22756745911396,13.9912126161838,-2.50676652304648,25.4302189764665
"$\mu_{\increment 4-8Autumn}$",-0.859876878781361,5.76964285078524,-4.32109987150302,2.47135536655132,-14.2103816704384,13.3462088555191
"$\mu_{\increment 4-8Winter}$",-16.6657581965863,5.91282086219728,-20.2354395023649,-13.1982498684044,-31.0268183497059,-2.51978724852047
"$\mu_{\increment 8-pithSpring}$",5.88637461337072,14.1115431936307,-1.21174468014572,12.5032278014212,-31.0370549646282,42.9474541517094
"$\mu_{\increment 8-pithSummer}$",12.6456275069142,11.5334848786017,6.73769615632312,18.4395642447122,-17.2803364897599,43.6805774647587
"$\mu_{\increment 8-pithAutumn}$",0.106196851775237,14.6532833883759,-6.51224232550903,6.72480815513809,-36.8077672131868,38.2014492225436
"$\mu_{\increment 8-pithWinter}$",-18.349020846183,11.6592477650469,-24.3025852186709,-12.4189410844796,-48.1810801492408,12.0776985122606
